"OS10_1" "OS10_0" "se10_1" "se10_0" "PlugIn1" "PlugIn0" "DeBias1" "DeBias0"
0.318568570599951 0.191614528413716 0.0364398879190619 0.0162731755010964 0.334995743740306 0.183156288382878 -0.0164271731403544 0.00845824003083765
0.393701923311912 0.193072773464785 0.0189824108388224 0.0143620645996927 0.412302508756893 0.186708004698764 -0.0186005854449804 0.00636476876602092
0.324753827289975 0.221260433720198 0.0339893223510902 0.0169748208067935 0.353774660323106 0.204696326585251 -0.0290208330331305 0.0165641071349476
0.328064842373186 0.165835866315412 0.0292224567434159 0.0148355080757898 0.327726418650567 0.16432301927353 0.000338423722619343 0.00151284704188177
0.324068476837943 0.193423256882248 0.0320915876998508 0.0164908836774164 0.34415167867314 0.159061259440887 -0.020083201835197 0.0343619974413608
0.362272721693178 0.177716605482908 0.0243049108125298 0.0161031220170464 0.351998301962453 0.164073413266445 0.0102744197307252 0.0136431922164628
0.334917839103636 0.175564814172637 0.0397082335589324 0.0157476805987336 0.346955093927395 0.165655773817517 -0.0120372548237581 0.00990904035512083
0.328230939517425 0.191264879306427 0.0218086014045709 0.014803984051088 0.329720553005754 0.182533391478008 -0.00148961348832836 0.00873148782841819
0.339399036488001 0.194927597214801 0.024212018573478 0.0163629101260439 0.31095319816631 0.183435461187553 0.0284458383216915 0.0114921360272473
0.368787757088485 0.236019980525866 0.0224357699922359 0.0245241061749772 0.344538957289635 0.204717646145949 0.0242487997988501 0.0313023343799164
