"OS10_1" "OS10_0" "se10_1" "se10_0" "PlugIn1" "PlugIn0" "DeBias1" "DeBias0"
0.356390054085014 0.193064355009381 0.0154875578389483 0.0125297996199554 0.359247774730276 0.201834585933147 -0.002857720645262 -0.00877023092376547
0.33650786465223 0.186285643125686 0.0156659942949365 0.0117408517619842 0.376003255875806 0.194911091251259 -0.0394953912235761 -0.0086254481255729
0.337020392468212 0.215792108789593 0.0148266213245644 0.0128794977259649 0.355323994457759 0.209407708677063 -0.0183036019895465 0.00638440011252972
0.319081882320251 0.189312207394525 0.0148463679272102 0.0124173588846974 0.325403753157215 0.183691803668893 -0.00632187083696438 0.00562040372563191
0.344488672070755 0.183355140569148 0.0147017787966247 0.0118027636729105 0.351333730967358 0.18025231318813 -0.0068450588966031 0.00310282738101866
0.341360284391169 0.1927138750922 0.0157281972730828 0.0122183853628853 0.353849259017593 0.18695552669341 -0.0124889746264242 0.00575834839878983
0.356845369986201 0.190937062589089 0.0161203736218833 0.0124301534876104 0.370171130032066 0.180425813647968 -0.0133257600458658 0.0105112489411208
0.3243291405363 0.204574937276893 0.0149608375577269 0.0125483855348939 0.337586552667817 0.198945934597042 -0.0132574121315165 0.0056290026798511
0.322866111770693 0.204314085651792 0.0152461612198484 0.0125811752383414 0.328570261562582 0.206965205187471 -0.0057041497918892 -0.00265111953567896
0.340311199616681 0.231394775259635 0.0155904127662414 0.0128368186210711 0.353428349064823 0.222116641807941 -0.0131171494481419 0.00927813345169413
