"OS10_1" "OS10_0" "se10_1" "se10_0" "PlugIn1" "PlugIn0" "DeBias1" "DeBias0"
0.309596515768974 0.206315101488978 0.0267882698432166 0.0152741097246555 0.338868571512752 0.190569879289593 -0.0292720557437778 0.0157452221993853
0.37327239161953 0.196020101117083 0.0223614218646799 0.0139958958733885 0.414883253073708 0.192955728256716 -0.041610861454178 0.00306437286036638
0.325571044921879 0.230316141875848 0.0262309144573572 0.0170066031879428 0.354863330289076 0.214610766053443 -0.0292922853671968 0.015705375822405
0.335015733727863 0.175079013734369 0.0230176884040264 0.0143597323012418 0.336864527511744 0.174172021037319 -0.00184879378388045 0.000906992697050025
0.321152171897448 0.202036119760077 0.023464632353882 0.0156380410593521 0.35087346982822 0.168497002761643 -0.0297212979307723 0.0335391169984346
0.313182268242854 0.194938471297923 0.0287980150235813 0.0155262656969398 0.356601916989868 0.178838852226545 -0.0434196487470144 0.0160996190713774
0.335830352794015 0.18243718342463 0.026811924298281 0.0135446531099521 0.349352288202374 0.171259560022263 -0.0135219354083588 0.0111776234023662
0.295307770001129 0.204755369403919 0.0262109426309177 0.0146564342738116 0.339370351317815 0.194868386051567 -0.0440625813166861 0.00988698335235227
0.312476284265101 0.209941349124802 0.0270317215440447 0.0154499452498411 0.316639030141653 0.196378822897614 -0.00416274587655243 0.0135625262271884
0.340111128266016 0.261990458974245 0.0228515082595668 0.0316562501810191 0.351393800877709 0.220099207256696 -0.0112826726116925 0.041891251717549
