"OS10_1" "OS10_0" "se10_1" "se10_0" "PlugIn1" "PlugIn0" "DeBias1" "DeBias0"
0.368620318647351 0.188038336029753 0.0150695486512813 0.0123048439711001 0.361613995875445 0.197810063367751 0.00700632277190531 -0.00977172733799825
0.342357883620382 0.184655295322551 0.0155647627058068 0.0116205863889554 0.379888951784739 0.191957548046101 -0.0375310681643575 -0.00730225272355074
0.344452012684312 0.211771959977366 0.0149227101382397 0.012439904903946 0.361516162709138 0.205294399208723 -0.0170641500248266 0.0064775607686439
0.326855018139134 0.186760663744832 0.0150595671398994 0.0125842934271069 0.326518397424128 0.179754157020334 0.000336620715005896 0.00700650672449766
0.352444091625356 0.180986860099415 0.0144825583078373 0.0116527970452896 0.351143499424482 0.177241625022016 0.0013005922008738 0.00374523507739852
0.351557533858548 0.184393059621304 0.0154589694216174 0.0118323142231436 0.358583103746385 0.181104952337971 -0.0070255698878372 0.00328810728333265
0.363607077664374 0.185987252111777 0.0156827667613701 0.0120430534253939 0.372814760487455 0.177790533941867 -0.00920768282308133 0.00819671816991046
0.336508760873203 0.193811574364961 0.01476321351597 0.0122759831803585 0.340137251973556 0.190904283569358 -0.00362849110035244 0.00290729079560299
0.339388569028589 0.200981142292922 0.0152338238675114 0.0122885261924239 0.328278234690291 0.202622553011819 0.0111103343382973 -0.00164141071889739
0.349516777848048 0.22346653573653 0.0154417081656649 0.0125550526963651 0.357977506595237 0.212845567633606 -0.0084607287471888 0.0106209681029245
