"OS10_1" "OS10_0" "se10_1" "se10_0" "PlugIn1" "PlugIn0" "DeBias1" "DeBias0"
0.3638330230995 0.186591893952884 0.0151265257698844 0.0123198885147889 0.361613995875445 0.197810063367751 0.00221902722405461 -0.0112181694148668
0.339168701521894 0.182529771622924 0.0156068327495629 0.0116489933059669 0.379888951784739 0.191957548046101 -0.040720250262845 -0.00942777642317716
0.342865562967782 0.211481098656154 0.0148688287548266 0.0125216595818529 0.361516162709138 0.205294399208723 -0.018650599741356 0.00618669944743192
0.322901322382347 0.182195915372797 0.0149943724846867 0.0122574638428943 0.326518397424128 0.179754157020334 -0.00361707504178139 0.00244175835246276
0.347001003746481 0.179563216405856 0.0146559011544196 0.0116769018272348 0.351143499424482 0.177241625022016 -0.00414249567800068 0.00232159138383974
0.346877347559343 0.181058777760146 0.0154619966728244 0.011892821217296 0.358583103746385 0.181104952337971 -0.0117057561870415 -4.61745778250864e-05
0.3620367415073 0.1851581922599 0.0155419077881038 0.012149125931444 0.372814760487455 0.177790533941867 -0.010778018980155 0.00736765831803269
0.330822014409944 0.1905845681943 0.0149126087956176 0.0123474353582128 0.340137251973556 0.190904283569358 -0.00931523756361181 -0.000319715375058318
0.331497781670362 0.198084382801966 0.0152399912845093 0.0123670260462923 0.328278234690291 0.202622553011819 0.00321954698007092 -0.00453817020985321
0.344880307033052 0.221131737435 0.0154661290574751 0.0126009423376041 0.357977506595237 0.212845567633606 -0.0130971995621853 0.00828616980139457
