"OS10_1" "OS10_0" "se10_1" "se10_0" "PlugIn1" "PlugIn0" "DeBias1" "DeBias0"
0.312811038285177 0.196248276366466 0.0342795899270017 0.0174025810700805 0.334995743740306 0.183156288382878 -0.0221847054551287 0.0130919879835878
0.389506203995275 0.1963549807892 0.0188876260351654 0.0148916684637078 0.412302508756893 0.186708004698764 -0.0227963047616177 0.00964697609043627
0.321408030441607 0.224257883664576 0.032108517395565 0.0177221533452995 0.353774660323106 0.204696326585251 -0.0323666298814984 0.0195615570793255
0.323780496821924 0.172068743604149 0.0279096431983609 0.0157064075323939 0.327726418650567 0.16432301927353 -0.00394592182864291 0.00774572433061948
0.320500576496243 0.195613765066468 0.0306984446829955 0.0170401806829631 0.34415167867314 0.159061259440887 -0.0236511021768974 0.0365525056255809
0.350451892800751 0.183745552251148 0.02326057479481 0.0174044229320562 0.351998301962453 0.164073413266445 -0.00154640916170176 0.019672138984703
0.336566031867112 0.178622377380872 0.0339984298766274 0.0175020523569053 0.346955093927395 0.165655773817517 -0.0103890620602823 0.0129666035633554
0.317272183158838 0.199025709357374 0.0216680773376067 0.015486381132833 0.329720553005754 0.182533391478008 -0.0124483698469159 0.0164923178793654
0.332021536370512 0.19711766178228 0.0224625007972318 0.0173764212128252 0.31095319816631 0.183435461187553 0.0210683382042026 0.0136822005947264
0.361392860583541 0.240991347563562 0.0216905165173259 0.0243883892621713 0.344538957289635 0.204717646145949 0.0168539032939062 0.0362737014176125
